group,string,score,dataId,idG
group354,HKFF 2018 - Hong Kong International Fur & Fashion Fair http://www.hkff.org/,0.9888392015,3626,1
group355,Bauen & Energie Wien http://www.bauen-energie.at/,1,356,0
group355,Bauen & Energie Wien http://www.bauen-energie.at/,1,3430,1
group356,IHGF Delhi Fair Spring 2017 http://www.ihgfspringfair.epch.in,1,357,0
group356,IHGF Delhi Fair Autumn 2017 http://ihgfdelhifair.epch.in/,0.6860818094,2674,0
group356,IHGF Delhi Fair Spring 2018 http://www.ihgfspringfair.epch.in,0.9836086037,3664,1
group357,Fishing Show OSAKA 2017 http://www.fishing.or.jp/,0.6024297319,226,0
group357,8th Fishing Trade Fair(FOR FISHING) http://forfishing.cz/en/,1,358,0
group357,Sales exhibition of Fishing Tackle(FISHING) http://www.bvv.cz/en/fishing/,0.6555210948,809,0
group357,Fishing Show OSAKA 2018 http://www.fishing.or.jp/,0.598906531,3488,1
group357,FOR FISHING - 9th Fishing Trade Fair http://forfishing.cz/en/,0.9207559083,3585,1
group358,26th Central European tourism trade fair(HOLIDAY WORLD) http://www.holidayworld.cz/en.html,1,359,0
group358,HOLIDAY WORLD - 27th Central European tourism trade fair http://www.holidayworld.cz/en.html,0.8959972136,3584,1
group359,Romanian Tourism Fair 2017(TTR 2017) http://www.targuldeturism.ro/,1,360,0
group359,TTR - Romanian Tourism Fair http://www.targuldeturism.ro/,0.9763961948,3077,0
group360,"International Trade Fair for Hunting, Fishing, Travel & Adventures in Nature(Die Hohe Jagd & Fischerei 2017) http://www.hohejagd.at",1,361,0
group360,"Die Hohe Jagd & Fischerei 2018 - International Trade Fair for Hunting, Fishing, Travel & Adventures in Nature http://www.hohejagd.at",0.9925520651,3648,1
group361,absolut allrad 2017 http://www.absolut-allrad.at/,1,362,0
group361,absolut allrad 2018 http://www.absolut-allrad.at/,0.9914732067,3647,1
group362,Antikmassan http://antikmassan.se,1,363,0
group362,Antikmassan http://antikmassan.se,1,3583,1
group363,11th International Fair of Gastronomy and Equipment for Hotels & Restaurants(TOP GASTRO & HOTEL 2017) http://www.top-gastro.cz/en.html,1,364,0
group363,"7th International Trade Fair for Gastronomy, Hotel and Restaurant Equipment(FOR GASTRO AND HOTEL) http://for-gastro.cz/",0.6407039262,2544,0
group363,TOP GASTRO&HOTEL - 12th International Fair of Gastronomy and Equipment for Hotels & Restaurants http://www.top-gastro.cz/en.html,0.959575732,3587,1
group364,Trade Fair for Environmental Technologies(IFAT Eurasia 2017) http://ifat-eurasia.com/,1,365,0
group364,IFAT 2018 http://www.ifat.de/,0.6551853633,4372,1
group364,IFAT India 2018 http://www.ifat-india.com/,0.5801030268,4828,1
group365,Beach & Boat http://www.beach-and-boat.de/,1,366,0
group365,Beach & Boat http://www.beach-and-boat.de/,1,3586,1
group366,BeFe BABY FAIR https://www.befe.co.kr/,1,367,0
group366,BeFe BABY FAIR https://www.befe.co.kr/,1,2108,0
group367,Life Instyle Sydney 2017 / Kids Instyle Sydney 2017 http://www.lifeinstyle.com.au/,1,368,0
group367,Life Instyle Sydney 2018 / Kids Instyle Sydney 2018 http://www.lifeinstyle.com.au/,0.97105839,3646,1
group368,Indonesia Senior Expo 2017(ISE 2017) http://sinarexpoprima.com/sinar/event/indonesia-senior-expo-2017/,1,369,0
group369,MachAuto Expo 2017 http://www.machautoexpo.com/,1,370,0
group369,MachAuto Expo 2018 http://www.machautoexpo.com/,0.9671455159,3591,1
group370,International Exhibition of Automobile Accessories(CIAACE 2017) http://www.ciaacexpo.com/,1,371,0
group371,TOUR SALON 2017 http://www.tour-salon.pl,1,372,0
group371,TOUR SALON 2018 http://www.tour-salon.pl,0.9881424657,3548,1
group372,Lamkt Los Angeles http://www.la-mkt.com/,1,373,0
group373,Hanse Golf http://www.hansegolf.com/,1,374,0
group373,Hanse Golf http://www.hansegolf.com/,1,3592,1
group374,Belgian Boat Show (the Former Period) http://www.belgianboatshow.be,0.8063827864,293,0
group374,Belgian Boat Show (the Latter Period) http://www.belgianboatshow.be,1,375,0
group374,Belgian Boat Show (the Former Period) http://www.belgianboatshow.be,0.8063827864,3551,1
group374,Belgian Boat Show (the Latter Period) http://www.belgianboatshow.be,1,3595,1
group375,Rybomania http://rybomania.com.pl/,1,376,0
group375,Rybomania http://rybomania.com.pl/,1,3547,1
group376,Toy Fair NY 17 http://www.toyfairny.com/,1,377,0
group376,Toy Fair NY 18 http://www.toyfairny.com/,0.8192651867,3597,1
group377,Reed Gift Fairs - Sydney February(Reed Gift Fairs) http://www.reedgiftfairs.com.au/,1,378,0
group377,Reed Gift Fairs - Sydney September http://www.reedgiftfairs.com.au/,0.8332704531,2413,0
group378,Beer Attraction http://www.beerattraction.it/,1,379,0
group378,Beer Attraction http://www.beerattraction.it/,1,3598,1
group379,AGHA Sydney Gift Fair 2017 http://agha.com.au/hagf/,1,380,0
group379,AGHA Sydney Gift Fair 2018 https://aghagiftfairs.com.au/,0.6939271749,3668,1
group380,Home Exhibition 2017(Huishoudeurs) http://www.huishoudbeurs.nl/,1,381,0
group380,Huishoudbeurs - Home Exhibition 2018 http://www.huishoudbeurs.nl/,0.7528217912,3599,1
group381,INHORGENTA MUNICH 2017 http://www.inhorgenta.com/,1,382,0
group381,INHORGENTA MUNICH 2018 http://www.inhorgenta.com/,0.9852686441,3594,1
group382,Moda http://www.modamanhattan.com/,0.5139116623,16,0
group382,MODA http://www.moda-uk.co.uk/,1,383,0
group382,Moda http://www.modamanhattan.com/,0.5139116623,476,0
group382,MODA http://www.ubmfashion.com/shows/Moda-1,0.6556918617,1219,0
group382,MODA http://www.ubmfashion.com/shows/Moda-1.5,0.6556918617,1911,0
group382,MODA http://www.moda-uk.co.uk/,1,1914,0
group382,MODA http://www.ubmfashion.com/shows/Moda-1.5,0.6556918617,2279,0
group382,MODA http://www.ubmfashion.com/shows/Moda-1.5,0.6556918617,3271,1
group383,HIMSS17 Conference & Exhibition(HIMSS17) http://www.himssconference.org/,1,384,0
group384,"International Bakery, Pastry, Ice Cream and Coffee Show  (INTERSICOP) http://www.ifema.es/intersicop_01/",1,385,0
group385,BeautyAsia 2017 http://www.beautyasia.com.sg/,1,386,0
group385,BeautyAsia 2018 http://www.beautyasia.com.sg/,0.9847340797,3682,1
group386,Collection Premiere Moscow(CPM) http://cpm-moscow.com/,1,387,0
group386,CPM - Collection Premiere Moscow http://cpm-moscow.com/,1,2045,0
group386,CPM - Collection Premiere Moscow http://cpm-moscow.com/,1,3602,1
group387,Beijing International Health & Beauty Industry Expo 2017(Beijing Beauty Expo 2017) http://www.mobogj.com,1,388,0
group388,CJF'2017 Spring - 18th International Exhibition for Child and Junior Fashion. Maternity Wear http://www.cjf-expo.ru/,1,389,0
group388,CJF'2017. AUTUMN - 19th International Exhibition for Child and Junior Fashion. Maternity Wear http://www.cjf-expo.ru/en/,0.9064384437,2440,0
group389,CEVISAMA 2017 http://cevisama.feriavalencia.com/,1,390,0
group389,CEVISAMA 2018 http://cevisama.feriavalencia.com/,0.9852080648,3497,1
group390,Liberty Fairs New York http://libertyfairs.com,0.6758836965,159,0
group390,Liberty Fairs Las Vegas http://libertyfairs.com,1,391,0
group390,Liberty Fairs New York http://libertyfairs.com,0.6758836965,1820,0
group390,Liberty Fairs Las Vegas http://libertyfairs.com,1,1939,0
group391,17th International Exhibition for Textile Manufacturing and Processing (Inlegmash 2017) http://www.inlegmash-expo.ru/,1,392,0
group391,Inlegmash 2018 - 18th International Exhibition for Textile Manufacturing and Processing http://www.inlegmash-expo.ru/,0.9145117954,3951,1
group392,Automotive Meetings Queretaro 2017 http://mexico.automotivemeetings.com/index.php/en/,1,393,0
group392,Aerospace Meetings Queretaro http://mexico.bciaerospace.com/,0.5617413622,3613,1
group393,MAGIC http://www.ubmfashion.com/,1,394,0
group393,MAGIC http://www.ubmfashion.com/,1,1938,0
group393,IFF MAGIC Japan http://www.iff-magic.com/,0.5064367073,2468,0
group393,MAGIC http://www.ubmfashion.com/,1,3556,1
group394,China Analytic & Laboratory Equipment Expo & Conference(CHINA LAB 2017) http://www.chinalabexpo.com/,1,395,0
group394,CHINA LAB 2018 - China Analytic & Laboratory Equipment Expo & Conference http://www.chinalabexpo.com/,0.9850179227,4023,1
group395,Personal Care and Homecare Ingredients(PCHi 2017) http://www.pchi-china.com,1,396,0
group395,PCHi 2018 - Personal Care and Homecare Ingredients http://www.pchi-china.com,0.9900192783,3935,1
group396,LINEAPELLE Summer 18 http://www.lineapelle-fair.it/,1,397,0
group396,LINEAPELLE Winter 18/19 http://www.lineapelle-fair.it/,0.8201812173,2538,0
group397,HCJ2017 (HOTERES JAPAN 2017/CATEREX JAPAN 2017/JAPAN FOOD SERVICE EQUIPMENT SHOW 2017) http://www.jma.or.jp/hcj/,1,398,0
group397,HCJ2018 (HOTERES JAPAN 2018/CATEREX JAPAN 2018/JAPAN FOOD SERVICE EQUIPMENT SHOW 2018) http://www.jma.or.jp/hcj/,0.8022303797,3603,1
group398,Private Label Trade Show JAPAN 2017(PB) http://www.jma.or.jp/pb/,1,399,0
group398,Private Label Trade Show JAPAN 2018 http://www.jma.or.jp/pb/,0.9311642989,3604,1
group399,Aircraft Interiors Middle East(AIME) http://www.aime.aero/,0.6656536941,273,0
group399,AIME 2017 http://www.aime.com.au/,1,400,0
group399,AIME - Aircraft Interiors Middle East http://www.aime.aero/,0.6656536941,3388,1
group399,AIME 2018 http://www.aime.com.au/,0.9823474816,3605,1
group400,Simac Tanning Tech 2017 http://fairs.assomac.it,1,401,0
group400,Simac Tanning Tech 2018 http://fairs.assomac.it,0.9832664816,3607,1
group401,AsiaTIDES: Oligonucleotide & Peptide Therapeutics 2017(AsiaTIDES 2017) http://www.giievent.jp/ibu359801/,1,402,0
group401,AsiaTIDES: Oligonucleotide & Peptide Therapeutics 2018(AsiaTIDES 2018) http://www.giievent.jp/ibu544738/,0.8501457063,3687,1
group402,Prolight + Sound Guangzhou 2017 http://prolight-sound-guangzhou.hk.messefrankfurt.com/,1,403,0
group402,Prolight + Sound http://pls.messefrankfurt.com,0.6961987371,918,0
group402,Prolight + Sound NAMM Russia http://prolight-sound-namm-russia.ru.messefrankfurt.com,0.6408593117,2246,0
group402,Prolight + Sound Shanghai 2017 http://prolight-sound-shanghai.hk.messefrankfurt.com/,0.8294355011,2635,0
group402,Prolight + Sound http://pls.messefrankfurt.com,0.6961987371,4117,1
group402,Prolight + Sound Guangzhou 2018 http://prolight-sound-guangzhou.hk.messefrankfurt.com/,0.9916570322,4360,1
group403,BC Home + Garden Show http://www.bchomeandgardenshow.com/,1,404,0
group403,BC Home + Garden Show http://www.bchomeandgardenshow.com/,1,3623,1
group404,KOREA BUILD - Kyunghyang Housing Fair 2017 http://www.khfair.com,1,405,0
group404,2017 KOREA BUILD in Seoul http://www.khfair.com,0.6085283034,1733,0
group404,KOREA BUILD 2018 http://www.khfair.com,0.702402914,3650,1
group405,Australiasian Oil & Gas Exhibition & Conference(AOG 2017) http://www.aogexpo.com.au,1,406,0
group405,AOG 2018 - Australiasian Oil & Gas Exhibition & Conference http://www.aogexpo.com.au,0.9855192679,3882,1
group406,The 14th Seafood and Technology Expo OSAKA http://www.exhibitiontech.com/seafood_osaka/,1,407,0
group406,The 19th Japan International Seafood & Technology Expo http://www.exhibitiontech.com/seafood/,0.618111522,2001,0
group406,The 15th Seafood and Technology Expo OSAKA http://www.exhibitiontech.com/seafood_osaka/,0.8697932726,3618,1
group406,The 20th Japan International Seafood & Technology Expo http://www.exhibitiontech.com/seafood/,0.6151040741,4667,1
group407,41st International Exhibition Hunting and Fishing in Russia http://www.hunting-expo.ru/eng/,1,408,0
group407,42nd International exhibition Hunting and Fishing in Russia http://www.hunting-expo.ru/eng/,0.880186422,2237,0
group408,"Water & Wastewater Equipment, Treatment & Transport Show(WWETT 17) http://wwettshow.com/",1,409,0
group408,"WWETT 18 - Water & Wastewater Equipment, Treatment & Transport Show http://wwettshow.com/",0.8957479758,3645,1
group409,International Contemporary Art Fair(ARCOmadrid) http://www.ifema.es/arcomadrid_06/,1,410,0
group409,ARCOmadrid - International Contemporary Art Fair http://www.ifema.es/arcomadrid_06/,1,3620,1
group410,SaMoTer http://www.samoter.com/,1,411,0
group411,f.re.e 2017 -  Fair for Leisure and Travel http://www.free-muenchen.de/,1,412,0
group411,f.re.e 2018 -  Fair for Leisure and Travel http://www.free-muenchen.de/,0.9837999248,3625,1
group412,"25th MACHINERY, MATERIALS, MARKETING OF BAKERY AND CONFECTIONERY SHOW(MOBAC SHOW 2017) http://www.mobacshow.com",1,413,0
group413,59th Bangkok Gems & Jewelry Fair http://bkkgems.com/,1,414,0
group413,60th Bangkok Gems & Jewelry Fair http://bkkgems.com/,0.7802593623,2082,0
group414,International Rubber Expo(Rubexpo Vietnam) http://www.rubexpo.com/vietnam/exhibitors.html,1,415,0
group415,Eurasia Moto Bike Expo 2017 http://www.motobikeexpo.com/,1,416,0
group416,FENSTERBAU FRONTALE INDIA 2017 http://www.frontale-india.com/,1,417,0
group416,ZAK powered by FENSTERBAU FRONTALE http://www.frontale-india.com/,0.7874696741,3222,0
group417,Guangzhou International Travel Fair 2017(GITF) http://www.gitf.com.cn/,1,418,0
group417,GITF 2018  - Guangzhou International Travel Fair 2018 http://www.gitf.com.cn/,0.9619188986,3728,1
group418,Factory Network Business Expo 2017 (FBC Hanoi 2017) http://fbchanoi.factorynetasia.com,1,419,0
group419,CP+ (CAMERA & PHOTO IMAGING SHOW) 2017(CP+2017) http://www.cpplus.jp/,1,420,0
group419,CP+ (CAMERA & PHOTO IMAGING SHOW) 2018 http://www.cpplus.jp/,0.9269306564,3726,1
group420,RENEWABLE ENERGY EXPO 2017 http://www.renewableenergyexpo.biz/,1,421,0
group420,RENEWABLE ENERGY EXPO 2018 http://www.renewableenergyexpo.biz/,0.9729581438,3530,1
group421,MAN PARIS(MAN) http://www.man-woman.co/,0.5694802831,111,0
group421,MAN NEW YORK(MAN) http://www.man-woman.co/,0.6512620967,148,0
group421,WOMAN - WOMAN NEW YORK http://www.man-woman.co/,1,422,0
group421,WOMAN PARIS AW17 http://www.man-woman.co/,0.8077810184,550,0
group421,WOMAN NEW YORK SS18 http://manwomanshows.com/,0.5837560858,2284,0
group421,WOMAN PARIS SS18 http://manwomanshows.com/shows/woman-paris,0.5881488706,2499,0
group422,9th Philippine Ports and Shipping 2017(PPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE137,1,423,0
group422,11th Indian Ocean Ports and Shipping 2017(11IOPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE136,0.5134237679,775,0
group422,6th Black Sea Ports & Shipping 2017 (6BSPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE140,0.5001544312,1339,0
group422,15th ASEAN Ports and Shipping 2017 (15APS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE133,0.5484500423,1773,0
group422,Baltic Sea Ports & Shipping 2017(BSPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE135,0.5131186883,2480,0
group422,16th ASEAN Ports and Shipping 2018(16APS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE146,0.5371939063,4596,1
group423,AutoPro Indonesia 2017(AutoPro Indonesia ) http://www.autoproexpo.com/,1,424,0
group423,AutoPro Indonesia 2018 http://www.autoproexpo.com/,0.9332081568,3727,1
group424,WATER EXPO 2017 http://waterexpo.biz/,1,425,0
group424,WATER EXPO 2018 http://waterexpo.biz/,0.9657518105,3531,1
group425,LOHAS Expo 2017 http://www.lohasexpohk.com,1,426,0
group425,LOHAS Expo 2018(LOHAS 2018) http://www.lohasexpohk.com,0.9027468915,3472,1
group426,Vegetarian Food Asia http://www.vegfoodasia.com,1,427,0
group426,Vegetarian Food Asia 2018(VFA 2018) http://www.vegfoodasia.com,0.796868235,3473,1
group427,HKTDC Education & Careers Expo 2017(Edu & Careers Expo 2017) http://m.hktdc.com/fair/hkeducationexpo-en/hktdc-education-and-careers-Expo.html,1,428,0
group427,Education & Careers Expo 2018 http://m.hktdc.com/fair/hkeducationexpo-en/,0.8625077266,3474,1
group428,EMS Today http://www.emstoday.com/,1,429,0
group428,EMS Today http://www.emstoday.com/,1,3616,1
group429,SibYuvelir - 2017 http://sibjewelry.ru/,1,430,0
group429,Sibjewelry 2018 - Jewelry exhibition http://sibjewelry.ru/,0.6523568923,3652,1
group430,SPOEX2017 - Seoul International Sports & Leisure Industry Show 2017 http://spoex.com/,1,431,0
group431,"5th International Exhibition for Glass production, Processing, Products(glasspex INDIA 2017) http://www.glasspex.com/",1,432,0
group432,Belgrade Tourism Fair http://www.beogradskisajamturizma.rs/,1,433,0
group432,40th International Tourism Fair http://www.beogradskisajamturizma.rs/,0.720181777,3649,1
group433,"ISH India - International trade fair for plumbing, sanitation, bathroom & kitchen, renewable energy and home automation systems in India http://www.ish-india.in",1,434,0
group433,"ISH India - International trade fair for plumbing, sanitation, bathroom & kitchen, renewable energy and home automation systems in India http://www.ish-india.in",1,3644,1
group434,Outdoor Adventure Show - Toronto http://www.outdooradventureshow.ca/,1,435,0
group434,Outdoor Adventure Show http://www.outdooradventureshow.ca/,0.9029476017,555,0
group434,Outdoor Adventure Show - Montreal http://www.outdooradventureshow.ca/,0.8072484368,883,0
group434,Outdoor Adventure Show - Toronto http://www.outdooradventureshow.ca/,1,3656,1
group434,Outdoor Adventure Show http://www.outdooradventureshow.ca/,0.9029476017,3747,1
group434,Outdoor Adventure Show - Montreal http://www.outdooradventureshow.ca/,0.8072484368,4092,1
group435,11th International LandScape & Gardening expo 2017 http://www.LandscapeExpo.in,1,436,0
group435,12th International Landscape & Gardening Expo 2018 http://www.LandscapeExpo.in,0.8572649386,3665,1
group436,12th Inernational Flora Expo 2017(Flora Expo) http://www.floraexpo.com/,1,437,0
group436,13th Inernational Flora Expo 2018(Flora Expo) http://www.floraexpo.com/,0.924377065,3666,1
group437,9th International Horti Expo 2017 http://www.hortiexpo.com/,1,438,0
group437,10th International Horti Expo 2018 http://www.hortiexpo.com/,0.8088462521,3667,1
group437,Horti Asia 2018 http://horti-asia.com,0.5284241773,4671,1
group438,Toronto Star Golf & Travel Show http://www.torontogolfshow.com/,1,439,0
group438,Toronto Star Golf & Travel Show http://www.torontogolfshow.com/,1,3662,1
group439,Capsule - Capsule Paris Men's http://capsuleshow.com/,0.6773429356,113,0
group439,Capsule - Capsule New York Men's http://capsuleshow.com/,0.798445365,149,0
group439,Capsule - Capsule New York Women's RTW http://capsuleshow.com/,1,440,0
group439,Capsule - Capsule Paris Women's http://capsuleshow.com/,0.8099892354,527,0
group439,Capsule - Capsule Paris Men's http://capsuleshow.com/,0.6773429356,1682,0
group439,Capsule - Capsule New York Men's http://capsuleshow.com/,0.798445365,1819,0
group439,Capsule - Capsule New York Women's RTW http://capsuleshow.com/,1,2274,0
group439,Capsule - Capsule New York Women's RTW A/W 2018 http://capsuleshow.com/,0.9927434596,3674,1
group440,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,1,441,0
group440,"MYANMAR COSMETICS EXPO, MYANMAR BEAUTY EXHIBITION IN YANGON(Myanmar Beauty Cosmetics Expo by MiTA) http://myanmar-cosmetics-beauty-expo.brand-myanmar.com/",0.5611941228,448,0
group440,Myanmar Medical Laboratoy Expo and Pharma Exhibition(Myanmar Lab Expo by MiTA) http://myanmar-medical-lab-expo.brand-myanmar.com/,0.6247286997,449,0
group440,MiTA Myanmar Environmental Engineering Exhibitions & Conference (Myanmar Environmental Engineering Expo by MiTA) http://myanmar-environmental-engineering-expo.mitamyanmar.com/,0.5070481179,451,0
group440,Myanmar Food Processing and Fisheries Exhibition(Myanmar Food Expo by MiTA) http://agriculture-food.mitamyanmar.com/,0.5531101748,452,0
group440,MiTA Myanmar Furniture & Handicrafts Exhibitions and Conference(Myanmar Furniture Expo by MiTA) http://myanmar-furniture-handicrafts-expo.mitamyanmar.com/,0.5362114362,454,0
group440,Myanmar Mining Exhibition and Conference (Myanmar Mining Expo by MiTA) http://myanmar-mining-expo.mitamyanmar.com/,0.5849187846,455,0
group440,MEDICAL MYANMAR 2017 - PHARMA MYANMAR 2017 And HOSPITAL CONSTRUCTION MYANMAR 2017 http://www.medical-myanmar.com,0.5787172594,2741,0
group440,"Myanmar Medical-Pharma, Healthcare & Cosmetics(MHC MYANMAR) http://myanmar-medical-expo.mitamyanmar.com/",0.6799866095,4349,1
group440,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo ) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.9280908614,4351,1
group441,3rd Morrocco International Home Textiles and Housewares Fair(MOROCCO HOME ) http://www.moroccohometex.com,1,442,0
group441,4th Morocco International Home Textile Fair(Morocco Home ) http://www.moroccohometex.com,0.6243940661,4027,1
group442,Creativ Salzburg Spring 2017 http://www.creativsalzburg.at,1,443,0
group442,Creativ Salzburg Autnmn 2017 http://www.creativsalzburg.at,0.8289397446,2049,0
group443,International Fur and Leather Exhibition(Mifur 2017) http://www.mifur.com,1,444,0
group444,Danish Travel Show - FERIE FOR ALLE(FERIE FOR ALLE) http://www.ferieforalle.dk/,1,445,0
group444,FERIE FOR ALLE - Danish Travel Show http://www.ferieforalle.dk/,0.943708206,3659,1
group445,Salon du  tourisme Toulouse http://www.salons-du-tourisme.com/Toulouse,1,446,0
group445,Salon Mondial du Tourisme Paris http://www.salonmondialdutourisme.com/,0.5013273956,713,0
group445,Salon du  tourisme Toulouse http://www.salons-du-tourisme.com/Toulouse,1,3543,1
group445,Salon Mondial du Tourisme Paris http://www.salonmondialdutourisme.com/,0.5013273956,3913,1
group446,Myanmar Agriculture and Food Exhibition and Conference http://agriculture-food.mitamyanmar.com/,1,447,0
group446,Myanmar Agriculture and Irrigation Technology Exhibition(Myanmar Agriculture Expo by MiTA ) http://agriculture-food.mitamyanmar.com/,0.7669915987,450,0
group446,Myanmar Food Processing and Fisheries Exhibition(Myanmar Food Expo by MiTA) http://agriculture-food.mitamyanmar.com/,0.705497075,452,0
group446,Agro Myanmar 2017 - 4th International Exhibition and Conference on Agriculture for Myanmar http://www.agriculture-exhibition.com/,0.6409562523,1356,0
group446,International Exhibition & Conference on Agriculture for Myanmar(Agri Myanmar 2017) http://agriculture-exhibition.com/agri-myanmar-a89.html,0.5138873727,2470,0
group447,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5611941228,441,0
group447,"MYANMAR COSMETICS EXPO, MYANMAR BEAUTY EXHIBITION IN YANGON(Myanmar Beauty Cosmetics Expo by MiTA) http://myanmar-cosmetics-beauty-expo.brand-myanmar.com/",1,448,0
group447,Myanmar Medical Laboratoy Expo and Pharma Exhibition(Myanmar Lab Expo by MiTA) http://myanmar-medical-lab-expo.brand-myanmar.com/,0.6026940289,449,0
group447,"4th Myanmar International Exhibition On Cosmetics, Beauty, Hair & Spa (Cosmobeaute Myanmar 2017) http://www.cosmobeauteasia.com",0.5722023874,1554,0
group447,MYANMAR LAB EXPO 2017(Lab Myanmar 2017) http://pharmed-myanmar.com/,0.5099734848,1751,0
group447,MEDICAL MYANMAR 2017 - PHARMA MYANMAR 2017 And HOSPITAL CONSTRUCTION MYANMAR 2017 http://www.medical-myanmar.com,0.5408984588,2741,0
group447,"Myanmar Medical-Pharma, Healthcare & Cosmetics(MHC MYANMAR) http://myanmar-medical-expo.mitamyanmar.com/",0.5709800163,4349,1
group447,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo ) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5098847109,4351,1
group447,"Myanmar Cosmetics, Beauty, Spa & Wellness Products Expo(spa COSMO BEAUTi MYANMAR) http://beauty-cosmetics-fashion.mitamyanmar.com/",0.5988763765,4358,1
group448,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.6247286997,441,0
group448,"MYANMAR COSMETICS EXPO, MYANMAR BEAUTY EXHIBITION IN YANGON(Myanmar Beauty Cosmetics Expo by MiTA) http://myanmar-cosmetics-beauty-expo.brand-myanmar.com/",0.6026940289,448,0
group448,Myanmar Medical Laboratoy Expo and Pharma Exhibition(Myanmar Lab Expo by MiTA) http://myanmar-medical-lab-expo.brand-myanmar.com/,1,449,0
group448,Myanmar Mining Exhibition and Conference (Myanmar Mining Expo by MiTA) http://myanmar-mining-expo.mitamyanmar.com/,0.5190899494,455,0
group448,MYANMAR LAB EXPO 2017(Lab Myanmar 2017) http://pharmed-myanmar.com/,0.7284284301,1751,0
group448,MEDICAL MYANMAR 2017 - PHARMA MYANMAR 2017 And HOSPITAL CONSTRUCTION MYANMAR 2017 http://www.medical-myanmar.com,0.7075319198,2741,0
group448,"Myanmar Medical-Pharma, Healthcare & Cosmetics(MHC MYANMAR) http://myanmar-medical-expo.mitamyanmar.com/",0.6485256313,4349,1
group448,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo ) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5589676148,4351,1
group448,Myanmar LAB Expo 2018 http://lab-exhibition.com/,0.6430858041,4948,1
group449,Myanmar Agriculture and Food Exhibition and Conference http://agriculture-food.mitamyanmar.com/,0.7669915987,447,0
group449,Myanmar Agriculture and Irrigation Technology Exhibition(Myanmar Agriculture Expo by MiTA ) http://agriculture-food.mitamyanmar.com/,1,450,0
group449,Myanmar Food Processing and Fisheries Exhibition(Myanmar Food Expo by MiTA) http://agriculture-food.mitamyanmar.com/,0.697482763,452,0
group449,Agro Myanmar 2017 - 4th International Exhibition and Conference on Agriculture for Myanmar http://www.agriculture-exhibition.com/,0.6420937302,1356,0
group449,International Exhibition & Conference on Agriculture for Myanmar(Agri Myanmar 2017) http://agriculture-exhibition.com/agri-myanmar-a89.html,0.5600985287,2470,0
group450,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5070481179,441,0
group450,MiTA Myanmar Environmental Engineering Exhibitions & Conference (Myanmar Environmental Engineering Expo by MiTA) http://myanmar-environmental-engineering-expo.mitamyanmar.com/,1,451,0
group450,MiTA Myanmar Furniture & Handicrafts Exhibitions and Conference(Myanmar Furniture Expo by MiTA) http://myanmar-furniture-handicrafts-expo.mitamyanmar.com/,0.5142224463,454,0
group451,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5531101748,441,0
group451,Myanmar Agriculture and Food Exhibition and Conference http://agriculture-food.mitamyanmar.com/,0.705497075,447,0
group451,Myanmar Agriculture and Irrigation Technology Exhibition(Myanmar Agriculture Expo by MiTA ) http://agriculture-food.mitamyanmar.com/,0.697482763,450,0
group451,Myanmar Food Processing and Fisheries Exhibition(Myanmar Food Expo by MiTA) http://agriculture-food.mitamyanmar.com/,1,452,0
group452,Tracht & Country http://www.fj.trachtsalzburg.at/,1,453,0
group452,Tracht & Country http://www.fj.trachtsalzburg.at/,1,3740,1
group453,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5362114362,441,0
group453,MiTA Myanmar Environmental Engineering Exhibitions & Conference (Myanmar Environmental Engineering Expo by MiTA) http://myanmar-environmental-engineering-expo.mitamyanmar.com/,0.5142224463,451,0
