dataId,query,mainText,showId,Score,ScoreStd
35,CISMA - China International Sewing Machinery & Accessories Show(CISMA) http://en.cisma.com.cn/index.php/AudienceServices/audience_list/cid/4/pcid/27.html,CISMA - China International Sewing Machinery & Accessories Show 2017 http://www.cisma.com.cn/,4345,2.24806766856,0.140504229285
36,Mobile Asia Expo http://www.mwcshanghai.com/exhibition/2017-exhibitors/,Mobile Asia Expo https://www.mwcshanghai.com/,2751,1.8328483402,0.18328483402
37,Asia Bike Trade Show http://www.asiabike-show.com/index.php?m=Search&a=exhibitor&t=en,Asia Bike Trade Show http://www.asiabike-show.com/,6382,2.32890694281,0.179146687909
38,China Sourcing Fair - Home Products (Spring)() http://www.chinaexhibition.com/Official_Site/11-6898-2015_China_Sourcing_Fair:_Home_Products_(April).html,China Sourcing Fair: Home Products (China Sourcing Fair) http://www.chinasourcingfair.com,953,2.08866922438,0.149190658884
39,GBE - China Billiards Exhibition http://www.chinaexhibition.com/Official_Site/11-8477-GBE_2017_-_The_11th_China_Guangzhou_International_Billiards_Exhibition.html,CIDPEX - China International Disposable Paper Expo http://www.chinaexhibition.com/Official_Site/11-8662-CIDPEX_2017_-_2017_China_International_Disposable_Paper_Expo.html,2204,1.33817402217,0.133817402217
40,HKTDC Hong Kong Houseware Fair http://m.hktdc.com/fair/exlist/hkhousewarefair-en/Hong-Kong-Houseware-Fair--110034-/List-Of-Exhibitors.htm,30th Hong Kong Houseware Fair http://www.hktdc.com/fair/hkhousewarefair-en/,985,2.48655783677,0.191273679752
41,"China Toy Expo - International Trade Fair for Toys, Hobby & Baby Articles http://www.china-toy-expo.com/en/index.php?m=content&c=index&a=lists&catid=30","The 11th International Trade Fair for Toys, Hobby & Baby Articles(China Toy Expo) http://www.china-toy-expo.com",3459,2.94101604149,0.147050802074
42,R+T Asia/China Windoors http://www.neureuter.com.hk/ODB14/MenuPageCountry.aspx?code=rtas2016&lang=SC,Food ingredients Asia-China 2017(Fi Asia-China) http://www.figlobal.com/asia-china/home,1479,1.24387949609,0.138208832899
43,Furniture Shangha http://www.furniture-china.cn/blog/en/exhibitor-list/,FURNITURE CHINA - China International Furniture Expo http://www.furniture-china.cn/,2242,1.65365313702,0.183739237446
44,Interior Lifestyle China http://interior-lifestyle-china.hk.messefrankfurt.com/shanghai/en/visitors/exhibitors-search/exhibitor-list.html,Interior Lifestyle China 2016 http://interior-lifestyle-china.hk.messefrankfurt.com/shanghai/en/visitors/welcome.html,3116,2.68458833086,0.178972555391
45,China International Composites Industrial Technical Expo http://www.chinacompositesexpo.com/en/netshow.php?show=list&language=en,COMPOSITES CHINA 2013 http://www.composites-china.cn/en/,5321,1.53843983919,0.109888559942
46,China International Public Security Expo (Shenzhen) http://www.securitychina.com.cn/english/2016blh/Exhibitors2014.asp?NF=2016,The 13th China International Exhibition on Public Safety & Security(Security China 2016) http://www.securitychina.com.cn/,3523,2.24355396975,0.14957026465
47,China International Occupational Safety & Health Exhibition? http://www.sino-safework.org.cn/en/platform/showall.html,8th China International Occupational Safety & Health Exhibition(COS+H 2016) http://www.sino-safework.org.cn/,3222,2.54222948754,0.169481965836
48,ANDEAN GAMING TRADE SHOW (FADJA) http://www.fadja.com/eng/expositores.php,SVUM 2017 International Trade Show (3rd) http://www.svumshow.com/php/home.php,270,1.05656614215,0.132070767769
49,BEAUTY DUSSELDORF http://www.beauty-duesseldorf.com/cgi-bin/md_beauty/lib/pub/tt.cgi/Exhibitor_Index_A-Z.html?oid=42770&lang=2&ticket=g_u_e_s_t,BEAUTY DUSSELDORF http://www.beauty.de,801,1.48835525818,0.0992236838785
50,Bauma http://www.bauma.de/exhibitor-list.html,bauma 2016 (bauma 2016) http://www.bauma.de,2514,1.19202387153,0.170289124505
51,CARAVAN SALON http://www.caravan-salon.com/cgi-bin/md_caravan/lib/pub/tt.cgi/Exhibitor_Index_A-Z.html?oid=6884&lang=2&ticket=g_u_e_s_t,CARAVAN SALON 2014 http://www.caravan-salon.com/,2931,1.54382637514,0.11027331251
52,Automechanika Frankfurt   http://automechanika.messefrankfurt.com/frankfurt/en/aussteller/ausstellersuche.html,Automechanika Frankfurt 2016 http://automechanika.messefrankfurt.com,3054,1.71843682593,0.214804603242
53,BIOTECHNICA http://www.labvolution.de/en/exhibition/exhibitors-products/exhibitor-index/exhibitor-lists.xhtml,BIOTECHNICA 2017 http://www.biotechnica.de/home,4373,1.25474989059,0.125474989059
54,ALUMINIUM - World Trade Fair & Conference https://www.aluminium-messe.com/exhibitor_list_20.html,ALUMINIUM 2014 - 10th World Trade Fair & Conference(ALUMINIUM) http://www.aluminium-messe.com/,3834,1.80929921883,0.180929921883
55,iba http://media.iba.de/onlinecatalog/2015/Exhibitorlist,iba 2018 http://www.iba.de/,1334,1.21382916609,0.242765833219
56,FESPA - The Launch Platform For Print http://www.cphi.com/europe/exhibitors,P-MEC Europe http://www.cphi.com/europe/,4285,1.41969506212,0.129063187465
57,INTERSCHUTZ  http://www.interschutz.de/en/exhibition/exhibitors-products/exhibitor-lists/?n,"International Exhibition for Rescue, Fire Prevention, Disaster Relief, Safety and Security(INTERSCHUTZ ) http://www.interschutz.de",4206,1.00026122458,0.111140136064
58,EUROSATORY http://www.eurosatory.com/wp-content/uploads/docs/Liste_des_exposants_EUROSATORY_2016_31MAI16_GB-DEF2.pdf,EUROSATORY 2016 http://www.eurosatory.com/,2715,1.16760746188,0.145950932735
59,Expoprotection https://www.expoprotection.com/GB/EXHIBITORS.htm,"EXPOPROTECTION 2012, the 24th edition http://www.expos-protection.com",3635,0.703107599072,0.100443942725
60,Automechanika Birmingham https://www.automechanika-birmingham.com/exhibitors,Automechanika Shanghai 2016 http://www.automechanika-shanghai.com/,2215,0.94357672338,0.15726278723
61,"CSF Fashion Accessories - China Sourcing Fair: Fashion Accessories  (Spring, Hong Kong) http://www.globalsources.com/trdshw/T/CSF-HONGKONG-FASHION-2017-Apr/trade-show-exhibitor-list/e/2808800043021/.htm?GSEtrack=TSCHKCSFFA_HOME_LATEST_UPDATE&source=TSCHKCSFFA_HOME_LATEST_UPDATE",China Sourcing Fair: Fashion Accessories (China Sourcing Fair) http://www.globalsources.com/TRADESHOW/HONGKONG-FASHION.HTM?source=TSCFA_CENTERWELL_GENERIC,2580,2.69969554527,0.134984777264
62,China Sourcing Fair - Mobile Electronics(Spring) http://www.globalsources.com/trdshw/T/CSF-HONGKONG-MOBILE-ELECTRONICS-2017-Apr/trade-show-exhibitor-list/e/2808800042957/.htm?source=TSCHKCSFMBE_GV_BOX_HOME,China Sourcing Fair: Electronics & Components(China Sourcing Fair) http://www.globalsources.com/TRADESHOW/HONGKONG-ELECTRONICS.HTM?source=TSCEC_CENTERWELL_GENERIC,4114,2.48574184767,0.138096769315
